REPORTER_DEA_NO	REPORTER_BUS_ACT	REPORTER_NAME	REPORTER_ADDL_CO_INFO	REPORTER_ADDRESS1	REPORTER_ADDRESS2	REPORTER_CITY	REPORTER_STATE	REPORTER_ZIP	REPORTER_COUNTY	BUYER_DEA_NO	BUYER_BUS_ACT	BUYER_NAME	BUYER_ADDL_CO_INFO	BUYER_ADDRESS1	BUYER_ADDRESS2	BUYER_CITY	BUYER_STATE	BUYER_ZIP	BUYER_COUNTY	TRANSACTION_CODE	DRUG_CODE	NDC_NO	DRUG_NAME	QUANTITY	UNIT	ACTION_INDICATOR	ORDER_FORM_NO	CORRECTION_NO	STRENGTH	TRANSACTION_DATE	CALC_BASE_WT_IN_GM	DOSAGE_UNIT	TRANSACTION_ID	Product_Name	Ingredient_Name	Measure	MME_Conversion_Factor	Combined_Labeler_Name	Revised_Company_Name	Reporter_family	dos_str
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563723	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #13	1729 STATE STREET	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591320301	HYDROCODONE	4	null	null	null	null	null	4142012	1.8162	400	589	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563723	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #13	1729 STATE STREET	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591034905	HYDROCODONE	3	null	null	null	null	null	4142012	4.5405	1500	590	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563723	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #13	1729 STATE STREET	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591034905	HYDROCODONE	3	null	null	null	null	null	5112012	4.5405	1500	559	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591085301	HYDROCODONE	2	null	null	null	null	0000	2162006	1.2108	200	656	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	603388621	HYDROCODONE	2	null	null	null	null	0000	12142006	1.2108	200	655	HYDROCODONE BITARTRATE AND ACETA 10M	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591034905	HYDROCODONE	2	null	null	null	null	0000	3082007	3.0269999999999997	1e3	326	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591085301	HYDROCODONE	2	null	null	null	null	0000	4052007	1.2108	200	182	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591038505	HYDROCODONE	1	null	null	null	null	0000	7052007	2.27025	500	233	HYDROCODONE BIT.7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591320301	HYDROCODONE	2	null	null	null	null	0000	10252007	0.9081	200	1178	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591038505	HYDROCODONE	1	null	null	null	null	0000	11082007	2.27025	500	357	HYDROCODONE BIT.7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591320301	HYDROCODONE	2	null	null	null	null	0000	1242008	0.9081	200	1140	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591085301	HYDROCODONE	4	null	null	null	null	0000	1242008	2.4216	400	1143	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591034905	HYDROCODONE	2	null	null	null	null	0000	1312008	3.0269999999999997	1e3	1472	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591085301	HYDROCODONE	2	null	null	null	null	0000	5222008	1.2108	200	1076	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591085301	HYDROCODONE	3	null	null	null	null	0000	7312008	1.8162	300	1517	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591034905	HYDROCODONE	4	null	null	null	null	0000	11132008	6.053999999999999	2e3	645	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591034905	HYDROCODONE	4	null	null	null	null	0000	1152009	6.053999999999999	2e3	707	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591085301	HYDROCODONE	2	null	null	null	null	0000	4022009	1.2108	200	82	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591085301	HYDROCODONE	1	null	null	null	null	0000	7162009	0.6054	100	805	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591038701	HYDROCODONE	1	null	null	null	null	0000	3252010	0.45405	100	1315	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591034905	HYDROCODONE	5	null	null	null	null	0000	3182010	7.5675	2500	937	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591085301	HYDROCODONE	2	null	null	null	null	0000	6032010	1.2108	200	132	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591038505	HYDROCODONE	1	null	null	null	null	0000	7152010	2.27025	500	761	HYDROCODONE BIT.7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591054001	HYDROCODONE	2	null	null	null	null	0000	9232010	1.2108	200	1213	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591085301	HYDROCODONE	4	null	null	null	null	0000	12022010	2.4216	400	67	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591320301	HYDROCODONE	1	null	null	null	null	0000	3232011	0.45405	100	1434	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591054001	HYDROCODONE	1	null	null	null	null	0000	3232011	0.6054	100	1438	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591038701	HYDROCODONE	2	null	null	null	null	0000	3302011	0.9081	200	1870	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591320301	HYDROCODONE	2	null	null	null	null	null	10122011	0.9081	200	646	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591038701	HYDROCODONE	1	null	null	null	null	null	11102011	0.45405	100	497	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591038701	HYDROCODONE	2	null	null	null	null	null	11172011	0.9081	200	852	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591320301	HYDROCODONE	10	null	null	null	null	null	12222011	4.5405	1e3	1095	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591085305	HYDROCODONE	1	null	null	null	null	null	12222011	3.0269999999999997	500	1099	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591034905	HYDROCODONE	3	null	null	null	null	null	1122012	4.5405	1500	559	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591320301	HYDROCODONE	1	null	null	null	null	null	2022012	0.45405	100	68	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591320301	HYDROCODONE	6	null	null	null	null	null	5242012	2.7243	600	1095	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591034905	HYDROCODONE	2	null	null	null	null	null	5102012	3.0269999999999997	1e3	451	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK0563735	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #15	1304 WASHINGTON ST	null	WATERTOWN	NY	13601	JEFFERSON	S	9193	591320301	HYDROCODONE	10	null	null	null	null	null	7192012	4.5405	1e3	763	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AK1113416	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #10	300 MAIN STREET	null	MASSENA	NY	13662	SAINT LAWRENCE	S	9193	591034905	HYDROCODONE	3	null	null	null	null	0000	5272006	4.5405	1500	1193	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5
